Fare for Bike,[Waiting Time of Bike],Fare for Auto,[Waiting Time of Auto],Fare for Car,[Waiting Time of Car],Platform,Hour,Minute,DecimalHour,Day,Weekend,Rushhour,DistanceKm,Duration,TrafficLevel,SurgeValue,PickupTemperature,PickupWindSpeed,PickupWeatherCode,PickupHumidity,DropTemperature,DropWindSpeed,DropWeatherCode,DropHumidity,PickupZone,DropZone,BikeWait,AutoWait,CarWait,priceKmBike,priceKmAuto,priceKmCar
358,3,434,7,746,2,UBER,23,47,23.78,5,0,0,19.824,34.85,NORMAL,0,21.8,4.9,0,76,22.9,3.9,0,74,TRANSIT_HUB,RESIDENTIAL,3,7,2,18.06,21.89,37.63
175,3,374,2,260,3,UBER,23,52,23.87,5,0,0,18.691,34.43333333,NORMAL,0,23.7,4.9,0,77,23.7,4.9,0,77,RESIDENTIAL,RESIDENTIAL,3,2,3,9.36,20.01,13.91
258,3,,,521,2,UBER,23,55,23.92,5,0,0,24.189,40.73333333,NORMAL,0,21.7,4.9,0,76,22.9,3.9,0,74,RESIDENTIAL,RESIDENTIAL,3,0,2,10.67,0,21.54
317,4,412,6,697,1,UBER,0,1,0.02,6,1,0,15.373,26.76666667,NORMAL,0,23.8,5,0,77,22.8,3.9,0,75,OFFICE_GOVT,RESIDENTIAL,4,6,1,20.62,26.8,45.34
140,2,189,4,222,2,UBER,0,3,0.05,6,1,0,12.661,28.25,MODERATE,0,23.8,5,0,77,22.4,4.2,0,80,RESIDENTIAL,RESIDENTIAL,2,4,2,11.06,14.93,17.53
229,3,380,2,354,2,UBER,0,5,0.08,6,1,0,18.827,34.51666667,NORMAL,0,23.8,5,0,77,23.7,5,0,77,ENTERTAINMENT,RESIDENTIAL,3,2,2,12.16,20.18,18.8
230,2,380,2,353,2,UBER,0,9,0.15,6,1,0,18.691,34.43333333,NORMAL,0,23.8,5,0,77,23.7,5,0,77,RESIDENTIAL,RESIDENTIAL,2,2,2,12.31,20.33,18.89
420,3,,,955,2,UBER,0,12,0.2,6,1,0,46.347,69.73333333,LOW,0,21.8,5.2,0,76,23.7,5,0,77,TRANSIT_HUB,RESIDENTIAL,3,0,2,9.06,0,20.61
133,2,,,301,2,UBER,0,14,0.23,6,1,0,12.435,23.05,NORMAL,0,21.8,5.2,0,76,21.7,5.2,0,76,TRANSIT_HUB,RESIDENTIAL,2,0,2,10.7,0,24.21
190,3,425,1,280,2,UBER,0,16,0.27,6,1,0,18.441,43.11666667,MODERATE,0,22.7,4,0,75,22.4,4,0,70,TRANSIT_HUB,RESIDENTIAL,3,1,2,10.3,23.05,15.18
314,4,,,667,2,UBER,0,19,0.32,6,1,0,24.415,43.43333333,NORMAL,0,21.6,5.3,0,75,22.7,4,0,75,RESIDENTIAL,RESIDENTIAL,4,0,2,12.86,0,27.32
395,4,,,967,2,UBER,0,21,0.35,6,1,0,43.275,75.3,NORMAL,0,21.6,5.3,0,75,22.3,4,0,81,RESIDENTIAL,RESIDENTIAL,4,0,2,9.13,0,22.35
196,6,451,4,331,5,UBER,0,24,0.4,6,1,0,19.693,47.85,MODERATE,0,22.7,4,0,75,22.4,4,0,70,TRANSIT_HUB,RESIDENTIAL,6,4,5,9.95,22.9,16.81
318,5,508,7,581,5,UBER,0,25,0.42,6,1,0,29.138,48.25,NORMAL,0,22.7,4,0,75,23.7,4.8,0,77,TRANSIT_HUB,RESIDENTIAL,5,7,5,10.91,17.43,19.94
180,6,395,4,270,7,UBER,0,30,0.5,6,1,0,5.295,15.38333333,HEAVY,0,22.6,3.9,0,76,22.6,3.9,0,76,TRANSIT_HUB,RESIDENTIAL,6,4,7,33.99,74.6,50.99
193,5,296,6,401,7,UBER,0,33,0.55,6,1,0,14.526,36.61666667,MODERATE,0,23.6,4.7,0,78,23.6,4.7,0,78,RESIDENTIAL,RESIDENTIAL,5,6,7,13.29,20.38,27.61
810,5,,,1530,2,UBER,0,35,0.58,6,1,0,50.868,77.63333333,LOW,0,23.6,4.7,0,78,21.5,5.2,0,75,RESIDENTIAL,RESIDENTIAL,5,0,2,15.92,0,30.08
400,3,432,7,908,2,UBER,0,37,0.62,6,1,0,18.804,27.51666667,LOW,0,23.6,4.7,0,78,22.6,3.9,0,76,RESIDENTIAL,RESIDENTIAL,3,7,2,21.27,22.97,48.29
229,2,380,3,360,2,UBER,0,39,0.65,6,1,0,18.691,34.43333333,NORMAL,0,23.6,4.7,0,78,23.6,4.7,0,78,RESIDENTIAL,RESIDENTIAL,2,3,2,12.25,20.33,19.26
321,3,,,681,2,UBER,0,42,0.7,6,1,0,24.189,40.73333333,NORMAL,0,21.5,5.2,0,75,22.6,3.9,0,76,RESIDENTIAL,RESIDENTIAL,3,0,2,13.27,0,28.15
272,4,603,3,430,3,UBER,0,43,0.72,6,1,0,4.884,13.85,HEAVY,0,22.6,3.9,0,76,22.6,3.9,0,76,TRANSIT_HUB,RESIDENTIAL,4,3,3,55.69,123.46,88.04
342,3,,,721,2,UBER,0,45,0.75,6,1,0,38.813,67.76666667,NORMAL,0,21.4,5,0,77,21.9,3.9,0,84,TRANSIT_HUB,RESIDENTIAL,3,0,2,8.81,0,18.58
418,3,,,937,2,UBER,0,47,0.78,6,1,0,46.347,69.73333333,LOW,0,21.4,5,0,77,23.2,4.6,0,80,TRANSIT_HUB,RESIDENTIAL,3,0,2,9.02,0,20.22
138,4,,,301,2,UBER,0,48,0.8,6,1,0,11.743,23.11666667,NORMAL,0,21.4,5,0,77,21.3,5,0,77,TRANSIT_HUB,RESIDENTIAL,4,0,2,11.75,0,25.63
132,2,188,4,220,2,UBER,0,53,0.88,6,1,0,12.661,28.25,MODERATE,0,23.2,4.6,0,80,21.9,3.9,0,84,RESIDENTIAL,RESIDENTIAL,2,4,2,10.43,14.85,17.38
276,5,,,389,6,UBER,0,55,0.92,6,1,0,25.519,45.23333333,NORMAL,0,22.5,4.1,0,77,21.9,3.9,0,84,TRANSIT_HUB,RESIDENTIAL,5,0,6,10.82,0,15.24
155,1,229,2,275,1,RAPIDO,7,58,7.97,6,1,1,19.081,43.16666667,MODERATE,0,19.1,2.5,45,98,19,3.2,1,96,RESIDENTIAL,RESIDENTIAL,1,2,1,8.12,12,14.41
97,1,163,1,202,1,RAPIDO,8,1,8.02,6,1,1,11.924,30.61666667,MODERATE,0,19.6,3.2,1,95,19.6,2.3,45,97,RESIDENTIAL,RESIDENTIAL,1,1,1,8.13,13.67,16.94
48,3,89,3,119,3,RAPIDO,8,3,8.05,6,1,1,3.703,8.6,MODERATE,0,19.6,2.3,45,97,19.6,2.3,45,97,RESIDENTIAL,RESIDENTIAL,3,3,3,12.96,24.03,32.14
33,2,58,3,103,2,RAPIDO,8,6,8.1,6,1,1,4.166,9.25,MODERATE,0,19.6,2.3,45,97,19.5,2.3,45,97,RESIDENTIAL,RESIDENTIAL,2,3,2,7.92,13.92,24.72
66,2,109,2,152,2,RAPIDO,8,8,8.13,6,1,1,6.024,13.45,MODERATE,0,19.5,2.3,45,97,19.5,2.3,45,97,RESIDENTIAL,RESIDENTIAL,2,2,2,10.96,18.09,25.23
52,2,89,3,119,2,RAPIDO,8,10,8.17,6,1,1,5.501,12.01666667,MODERATE,0,19.5,2.3,45,97,19.5,2.3,45,97,RESIDENTIAL,RESIDENTIAL,2,3,2,9.45,16.18,21.63
146,3,214,2,258,2,RAPIDO,8,13,8.22,6,1,1,17.897,36.8,NORMAL,0,19.5,2.3,45,97,19.2,3.1,45,97,RESIDENTIAL,RESIDENTIAL,3,2,2,8.16,11.96,14.42
125,1,197,1,242,1,RAPIDO,8,16,8.27,6,1,1,15.304,33.3,MODERATE,0,19.8,3.1,45,95,20.1,2.3,45,95,RESIDENTIAL,RESIDENTIAL,1,1,1,8.17,12.87,15.81
97,3,151,3,198,3,RAPIDO,8,19,8.32,6,1,1,10.151,28.03333333,HEAVY,0,20.1,2.3,45,95,20.4,3.2,1,94,RESIDENTIAL,RESIDENTIAL,3,3,3,9.56,14.88,19.51
148,1,226,1,232,1,RAPIDO,8,23,8.38,6,1,1,20.222,42.83333333,MODERATE,0,20.4,3.2,1,94,20.1,2.3,45,95,RESIDENTIAL,RESIDENTIAL,1,1,1,7.32,11.18,11.47
251,4,315,4,394,4,RAPIDO,8,25,8.42,6,1,1,16.289,33.41666667,NORMAL,0,20.1,2.3,45,95,19.9,3.1,45,95,RESIDENTIAL,RESIDENTIAL,4,4,4,15.41,19.34,24.19
32,3,57,3,104,3,RAPIDO,8,28,8.47,6,1,1,2.781,8.55,HEAVY,0,19.9,3.1,45,95,19.9,3.1,45,95,RESIDENTIAL,RESIDENTIAL,3,3,3,11.51,20.5,37.4
238,3,350,3,379,3,RAPIDO,8,31,8.52,6,1,1,2.803,8.65,HEAVY,0,20.6,3.1,45,93,20.5,3.1,45,93,HEALTHCARE,RESIDENTIAL,3,3,3,84.91,124.87,135.21
199,2,357,2,491,2,RAPIDO,8,34,8.57,6,1,1,14.986,35.01666667,MODERATE,0,20.5,3.1,45,93,21,3.2,1,92,RESIDENTIAL,RESIDENTIAL,2,2,2,13.28,23.82,32.76
146,2,214,2,259,2,RAPIDO,8,36,8.6,6,1,1,17.061,40.28333333,MODERATE,0,21,3.2,1,92,20.7,2.3,45,93,RESIDENTIAL,RESIDENTIAL,2,2,2,8.56,12.54,15.18
157,4,229,4,278,4,RAPIDO,9,26,9.43,6,1,1,19.081,43.16666667,MODERATE,0,23.1,2.6,0,83,23.3,3.1,0,86,RESIDENTIAL,RESIDENTIAL,4,4,4,8.23,12,14.57
99,1,151,1,200,1,RAPIDO,9,28,9.47,6,1,1,11.924,30.61666667,MODERATE,0,23.3,3.1,0,86,23.1,2.6,0,83,RESIDENTIAL,RESIDENTIAL,1,1,1,8.3,12.66,16.77
48,3,93,3,119,3,RAPIDO,9,31,9.52,6,1,1,3.703,8.6,MODERATE,0,24,2.6,0,80,24,2.6,0,80,RESIDENTIAL,RESIDENTIAL,3,3,3,12.96,25.11,32.14
33,2,58,2,103,2,RAPIDO,9,33,9.55,6,1,1,4.166,9.25,MODERATE,0,24,2.6,0,80,23.9,2.6,0,80,RESIDENTIAL,RESIDENTIAL,2,2,2,7.92,13.92,24.72
67,2,109,2,152,2,RAPIDO,9,35,9.58,6,1,1,6.024,13.45,MODERATE,0,23.9,2.6,0,80,23.9,2.6,0,80,RESIDENTIAL,RESIDENTIAL,2,2,2,11.12,18.09,25.23
48,2,90,2,121,2,RAPIDO,9,39,9.65,6,1,1,5.501,12.01666667,MODERATE,0,23.9,2.6,0,80,23.9,2.6,0,80,RESIDENTIAL,RESIDENTIAL,2,2,2,8.73,16.36,22
149,2,222,2,267,2,RAPIDO,9,41,9.68,6,1,1,17.897,36.8,NORMAL,0,23.9,2.6,0,80,23.9,3,0,80,RESIDENTIAL,RESIDENTIAL,2,2,2,8.33,12.4,14.92
130,1,204,1,246,1,RAPIDO,9,44,9.73,6,1,1,15.304,33.3,MODERATE,0,23.9,3,0,80,23.9,2.6,0,80,RESIDENTIAL,RESIDENTIAL,1,1,1,8.49,13.33,16.07
99,3,142,3,200,3,RAPIDO,9,46,9.77,6,1,1,10.151,28.03333333,HEAVY,0,24.7,2.6,0,77,24.6,2.9,0,82,RESIDENTIAL,RESIDENTIAL,3,3,3,9.75,13.99,19.7
152,1,226,1,284,1,RAPIDO,9,48,9.8,6,1,1,20.222,42.83333333,MODERATE,0,24.6,2.9,0,82,24.7,2.6,0,77,RESIDENTIAL,RESIDENTIAL,1,1,1,7.52,11.18,14.04
126,4,185,4,224,4,RAPIDO,9,50,9.83,6,1,1,16.289,33.41666667,NORMAL,0,24.7,2.6,0,77,24.7,2.9,0,77,RESIDENTIAL,RESIDENTIAL,4,4,4,7.74,11.36,13.75
32,3,57,3,104,3,RAPIDO,9,52,9.87,6,1,1,2.449,9.733333333,HEAVY,0,24.7,2.9,0,77,24.8,2.9,0,77,RESIDENTIAL,HEALTHCARE,3,3,3,13.07,23.27,42.47
241,3,415,3,432,3,RAPIDO,9,54,9.9,6,1,1,2.803,8.65,HEAVY,0,24.8,2.9,0,77,24.7,2.9,0,77,HEALTHCARE,RESIDENTIAL,3,3,3,85.98,148.06,154.12
201,4,357,4,492,2,RAPIDO,9,57,9.95,6,1,1,14.986,35.01666667,MODERATE,0,24.7,2.9,0,77,24.5,2.9,0,82,RESIDENTIAL,RESIDENTIAL,4,4,2,13.41,23.82,32.83
149,2,249,2,265,2,RAPIDO,9,58,9.97,6,1,1,17.061,40.28333333,MODERATE,0,24.5,2.9,0,82,24.7,2.6,0,77,RESIDENTIAL,RESIDENTIAL,2,2,2,8.73,14.59,15.53
12.26,1,56.42,1,99.2,1,UBER,10,53,10.88,6,1,1,3.051,8.283333333,MODERATE,0,27.7,2.5,0,65,27.7,2.5,0,65,RESIDENTIAL,TRANSIT_HUB,1,1,1,4.02,18.49,32.51
36,3,63,3,105,3,RAPIDO,10,55,10.92,6,1,1,3.051,8.283333333,MODERATE,0,27.7,2.5,0,65,27.7,2.5,0,65,RESIDENTIAL,TRANSIT_HUB,3,3,3,11.8,20.65,34.41
38,3,55,3,105,3,RAPIDO,10,57,10.95,6,1,1,3.34,11.55,HEAVY,0,27.3,2.9,0,72,27.3,2.9,0,72,RESIDENTIAL,TRANSIT_HUB,3,3,3,11.38,16.47,31.44
10.3,2,52.78,2,99.2,2,UBER,10,59,10.98,6,1,1,3.34,11.55,HEAVY,0,27.3,2.9,0,72,27.3,2.9,0,72,RESIDENTIAL,TRANSIT_HUB,2,2,2,3.08,15.8,29.7
22.2,1,65.58,1,142.11,1,UBER,11,1,11.02,6,1,0,4.018,10.7,MODERATE,0,28.4,3.3,0,61,28.4,3.3,0,61,RESIDENTIAL,TRANSIT_HUB,1,1,1,5.53,16.32,35.37
41,4,84,4,117,4,RAPIDO,11,3,11.05,6,1,0,4.018,10.7,MODERATE,1,28.4,3.3,0,61,28.4,3.3,0,61,RESIDENTIAL,TRANSIT_HUB,4,4,4,10.2,20.91,29.12
40,3,55,3,106,3,RAPIDO,11,5,11.08,6,1,0,3.894,12.45,HEAVY,0,28.7,2.2,0,60,28.7,2.2,0,60,RESIDENTIAL,TRANSIT_HUB,3,3,3,10.27,14.12,27.22
28,1,54.68,2,114.62,2,UBER,11,7,11.12,6,1,0,3.894,12.45,HEAVY,0,28.7,2.2,0,60,28.7,2.2,0,60,RESIDENTIAL,TRANSIT_HUB,1,2,2,7.19,14.04,29.44
29,2,46.38,2,125.44,2,UBER,11,9,11.15,6,1,0,2.209,6.9,HEAVY,0,28.5,3.3,0,61,28.5,3.3,0,61,RESIDENTIAL,TRANSIT_HUB,2,2,2,13.13,21,56.79
25,3,66,3,105,3,RAPIDO,11,10,11.17,6,1,0,2.209,6.9,HEAVY,0,28.5,3.3,0,61,28.5,3.3,0,61,RESIDENTIAL,TRANSIT_HUB,3,3,3,11.32,29.88,47.53
39,3,55,3,105,3,RAPIDO,11,12,11.2,6,1,0,3.382,6.766666667,NORMAL,0,28.7,3,0,60,28.7,3,0,60,RESIDENTIAL,TRANSIT_HUB,3,3,3,11.53,16.26,31.05
28,1,54.53,1,156.3,1,UBER,11,15,11.25,6,1,0,3.382,6.766666667,NORMAL,0,29.6,3.1,0,54,29.6,3.1,0,54,RESIDENTIAL,TRANSIT_HUB,1,1,1,8.28,16.12,46.22
29,2,45.83,3,120.49,2,UBER,11,18,11.3,6,1,0,1.471,5.133333333,HEAVY,0,29.4,3,0,55,29.3,3,0,55,RESIDENTIAL,RESIDENTIAL,2,3,2,19.71,31.16,81.91
43.68,1,70.93,1,121.33,1,UBER,11,20,11.33,6,1,0,4.899,12.61666667,MODERATE,0,29.4,2.6,0,55,29.4,2.6,0,55,RESIDENTIAL,RESIDENTIAL,1,1,1,8.92,14.48,24.77
48,3,89,3,126,3,RAPIDO,11,21,11.35,6,1,0,4.899,12.61666667,MODERATE,0,29.4,2.6,0,55,29.4,2.6,0,55,RESIDENTIAL,RESIDENTIAL,3,3,3,9.8,18.17,25.72
23,3,56.82,3,120.55,3,UBER,12,18,12.3,6,1,0,1.471,5.133333333,HEAVY,0,31.2,2.9,0,45,31.2,2.9,0,45,RESIDENTIAL,RESIDENTIAL,3,3,3,15.64,38.63,81.95
30,3,67,3,109,3,RAPIDO,12,20,12.33,6,1,0,1.471,5.133333333,HEAVY,0,31.2,2.9,0,45,31.2,2.9,0,45,RESIDENTIAL,RESIDENTIAL,3,3,3,20.39,45.55,74.1
48,3,66,3,114,3,RAPIDO,12,22,12.37,6,1,0,4.899,12.61666667,MODERATE,0,31.2,2.5,0,45,31.2,2.5,0,45,RESIDENTIAL,RESIDENTIAL,3,3,3,9.8,13.47,23.27
44,1,65.41,2,118.39,2,UBER,12,24,12.4,6,1,0,4.899,12.61666667,MODERATE,0,31.2,2.5,0,45,31.2,2.5,0,45,RESIDENTIAL,RESIDENTIAL,1,2,2,8.98,13.35,24.17
28,2,52.05,1,104.2,2,UBER,12,28,12.47,6,1,0,3.382,6.766666667,NORMAL,0,31.5,3,0,44,31.6,3,0,44,RESIDENTIAL,TRANSIT_HUB,2,1,2,8.28,15.39,30.81
39,3,55,3,105,3,RAPIDO,12,30,12.5,6,1,0,3.382,6.766666667,NORMAL,0,31.9,2.5,0,43,31.9,2.5,0,43,RESIDENTIAL,TRANSIT_HUB,3,3,3,11.53,16.26,31.05
25,3,62,3,106,3,RAPIDO,12,32,12.53,6,1,0,2.209,6.9,HEAVY,0,31.3,2.9,0,45,31.3,2.9,0,45,RESIDENTIAL,TRANSIT_HUB,3,3,3,11.32,28.07,47.99
29,2,45.92,2,127.57,1,UBER,12,33,12.55,6,1,0,2.209,6.9,HEAVY,0,31.3,2.9,0,45,31.3,2.9,0,45,RESIDENTIAL,TRANSIT_HUB,2,2,1,13.13,20.79,57.75
28,2,57.31,3,109.88,2,UBER,12,38,12.63,6,1,0,3.894,12.45,HEAVY,0,31.6,2.2,0,44,31.6,2.2,0,44,RESIDENTIAL,TRANSIT_HUB,2,3,2,7.19,14.72,28.22
40,4,55,4,106,4,RAPIDO,12,39,12.65,6,1,0,3.894,12.45,HEAVY,0,31.6,2.2,0,44,31.6,2.2,0,44,RESIDENTIAL,TRANSIT_HUB,4,4,4,10.27,14.12,27.22
47,5,87,5,110,5,RAPIDO,12,41,12.68,6,1,0,4.018,10.7,MODERATE,0,31.2,2.9,0,45,31.2,2.9,0,45,RESIDENTIAL,TRANSIT_HUB,5,5,5,11.7,21.65,27.38
22.2,2,72.05,1,153.73,1,UBER,12,44,12.73,6,1,0,4.018,10.7,MODERATE,0,31.2,2.9,0,45,31.2,2.9,0,45,RESIDENTIAL,TRANSIT_HUB,2,1,1,5.53,17.93,38.26
10.3,3,63.56,3,99.2,1,UBER,12,46,12.77,6,1,0,3.34,11.55,HEAVY,0,31.4,2.5,0,47,31.4,2.5,0,47,RESIDENTIAL,TRANSIT_HUB,3,3,1,3.08,19.03,29.7
38,4,55,4,105,4,RAPIDO,12,47,12.78,6,1,0,3.34,11.55,HEAVY,0,31.4,2.5,0,47,31.4,2.5,0,47,RESIDENTIAL,TRANSIT_HUB,4,4,4,11.38,16.47,31.44
36,4,71,4,105,4,RAPIDO,12,50,12.83,6,1,0,3.051,8.283333333,MODERATE,0,31.9,2.3,0,42,31.9,2.3,0,42,RESIDENTIAL,TRANSIT_HUB,4,4,4,11.8,23.27,34.41
12.2,2,54.65,2,130.36,2,UBER,12,51,12.85,6,1,0,3.051,8.283333333,MODERATE,0,31.9,2.3,0,42,31.9,2.3,0,42,RESIDENTIAL,TRANSIT_HUB,2,2,2,4,17.91,42.73
23,4,73.13,3,130.08,3,UBER,20,12,20.2,6,1,1,1.471,5.133333333,HEAVY,0,28.7,2.8,0,45,28.6,2.8,0,45,RESIDENTIAL,RESIDENTIAL,4,3,3,15.64,49.71,88.43
30,3,66,3,105,3,RAPIDO,20,13,20.22,6,1,1,1.471,5.133333333,HEAVY,0,28.7,2.8,0,45,28.6,2.8,0,45,RESIDENTIAL,RESIDENTIAL,3,3,3,20.39,44.87,71.38
48,3,125,3,132,3,RAPIDO,20,15,20.25,6,1,1,4.899,12.61666667,MODERATE,0,28.4,2.7,0,48,28.4,2.7,0,48,RESIDENTIAL,RESIDENTIAL,3,3,3,9.8,25.52,26.94
47.31,3,75.29,2,119.34,2,UBER,20,17,20.28,6,1,1,4.899,12.61666667,MODERATE,0,28.4,2.7,0,48,28.4,2.7,0,48,RESIDENTIAL,RESIDENTIAL,3,2,2,9.66,15.37,24.36
28,4,61.81,2,107.9,2,UBER,20,19,20.32,6,1,1,3.894,12.45,HEAVY,0,28.5,2.7,0,48,28.5,2.7,0,48,RESIDENTIAL,TRANSIT_HUB,4,2,2,7.19,15.87,27.71
41,4,69,4,107,4,RAPIDO,20,20,20.33,6,1,1,3.894,12.45,HEAVY,0,28.5,2.7,0,48,28.5,2.7,0,48,RESIDENTIAL,TRANSIT_HUB,4,4,4,10.53,17.72,27.48
49,5,89,5,121,5,RAPIDO,20,24,20.4,6,1,1,4.018,10.7,MODERATE,0,28.1,3.1,0,46,28.2,3.1,0,46,RESIDENTIAL,TRANSIT_HUB,5,5,5,12.2,22.15,30.11
48,4,72,4,105,4,RAPIDO,20,26,20.43,6,1,1,4.069,9.183333333,MODERATE,0,28.4,2.8,0,45,28.4,2.8,0,45,RESIDENTIAL,RESIDENTIAL,4,4,4,11.8,17.69,25.8
29.7,3,90.54,2,174.72,1,UBER,20,27,20.45,6,1,1,4.018,10.7,MODERATE,0,28.1,3.1,0,46,28.2,3.1,0,46,RESIDENTIAL,TRANSIT_HUB,3,2,1,7.39,22.53,43.48
60,3,117,3,141,3,RAPIDO,20,28,20.47,6,1,1,6.914,20.05,HEAVY,0,28.2,3.1,0,46,28.1,3.1,0,46,RESIDENTIAL,RESIDENTIAL,3,3,3,8.68,16.92,20.39
112,3,163,3,198,3,RAPIDO,20,29,20.48,6,1,1,12.911,19.93333333,NORMAL,0,27.6,3.3,0,49,28.5,2.7,0,48,ENTERTAINMENT,RESIDENTIAL,3,3,3,8.67,12.62,15.34
69,2,123,2,164,2,RAPIDO,20,31,20.52,6,1,1,8.132,19.85,MODERATE,0,28.1,2.7,0,49,28.2,2.7,0,49,RESIDENTIAL,COMMERCIAL,2,2,2,8.48,15.13,20.17
43,2,55,2,107,2,RAPIDO,20,33,20.55,6,1,1,3.238,7.016666667,MODERATE,0,27.1,3.1,0,50,27.1,3.1,0,50,RESIDENTIAL,HEALTHCARE,2,2,2,13.28,16.99,33.05
39,3,55,2,103,3,RAPIDO,20,34,20.57,6,1,1,3.419,7.6,MODERATE,0,27.1,3.1,0,50,27.1,3.1,0,50,RESIDENTIAL,RESIDENTIAL,3,2,3,11.41,16.09,30.13
150,4,,,271,4,RAPIDO,20,35,20.58,6,1,1,15.156,25.73333333,NORMAL,0,26.5,3.8,0,54,25.5,4,0,56,TRANSIT_HUB,RESIDENTIAL,4,0,4,9.9,0,17.88
65,3,107,3,135,3,RAPIDO,20,36,20.6,6,1,1,7.576,18.7,MODERATE,0,28.2,2.6,0,46,28.1,2.6,0,46,RESIDENTIAL,RESIDENTIAL,3,3,3,8.58,14.12,17.82
48,4,81,4,105,4,RAPIDO,21,23,21.38,6,1,1,4.069,9.183333333,MODERATE,0,27.3,3,0,48,27.3,3,0,48,RESIDENTIAL,RESIDENTIAL,4,4,4,11.8,19.91,25.8
58,3,102,3,137,3,RAPIDO,21,24,21.4,6,1,1,6.914,20.05,HEAVY,0,27.3,3.3,0,47,27.2,3.3,0,47,RESIDENTIAL,RESIDENTIAL,3,3,3,8.39,14.75,19.81
116,3,131,3,198,3,RAPIDO,21,26,21.43,6,1,1,12.911,19.93333333,NORMAL,0,26.3,3.2,0,52,27.3,2.9,0,51,ENTERTAINMENT,RESIDENTIAL,3,3,3,8.98,10.15,15.34
69,2,99,4,163,2,RAPIDO,21,27,21.45,6,1,1,8.132,19.85,MODERATE,0,27.3,2.9,0,51,27.3,2.9,0,51,RESIDENTIAL,COMMERCIAL,2,4,2,8.48,12.17,20.04
43,2,55,2,106,2,RAPIDO,21,29,21.48,6,1,1,3.238,7.016666667,MODERATE,0,26.2,3.2,0,52,26.2,3.2,0,52,RESIDENTIAL,HEALTHCARE,2,2,2,13.28,16.99,32.74
34,1,55,3,104,1,RAPIDO,21,31,21.52,6,1,1,3.419,7.6,MODERATE,0,25.9,3.1,0,53,25.9,3.1,0,53,RESIDENTIAL,RESIDENTIAL,1,3,1,9.94,16.09,30.42
150,2,,,258,4,RAPIDO,21,32,21.53,6,1,1,15.156,25.73333333,NORMAL,0,25.2,4,0,57,24.2,4.4,0,59,TRANSIT_HUB,RESIDENTIAL,2,0,4,9.9,0,17.02
64,3,135,3,150,3,RAPIDO,21,34,21.57,6,1,1,7.576,18.7,MODERATE,0,27,2.9,0,49,27,2.9,0,49,RESIDENTIAL,RESIDENTIAL,3,3,3,8.45,17.82,19.8
55.3,3,105.23,1,169.31,1,UBER,21,35,21.58,6,1,1,4.069,9.183333333,MODERATE,0,27,2.9,0,49,27,2.9,0,49,RESIDENTIAL,RESIDENTIAL,3,1,1,13.59,25.86,41.61
57,3,136.24,1,203.9,1,UBER,21,37,21.62,6,1,1,6.914,20.05,HEAVY,0,27.1,3.3,0,47,27,3.3,0,47,RESIDENTIAL,RESIDENTIAL,3,1,1,8.24,19.7,29.49
85.38,2,174.8,2,195.95,2,UBER,21,39,21.65,6,1,1,12.911,19.93333333,NORMAL,0,26,3.1,0,53,27.1,2.9,0,52,ENTERTAINMENT,RESIDENTIAL,2,2,2,6.61,13.54,15.18
67.06,3,95.93,3,142.92,4,UBER,21,40,21.67,6,1,1,8.132,19.85,MODERATE,0,27,2.9,0,52,27.1,2.9,0,52,RESIDENTIAL,COMMERCIAL,3,3,4,8.25,11.8,17.58
38.56,3,60.5,3,99.2,5,UBER,21,41,21.68,6,1,1,3.238,7.016666667,MODERATE,0,25.9,3.1,0,53,25.9,3.1,0,53,RESIDENTIAL,HEALTHCARE,3,3,5,11.91,18.68,30.64
37,3,49.76,3,99.2,2,UBER,21,42,21.7,6,1,1,0,0,UNKNOWN,0,25.9,3.1,0,53,25.9,3.1,0,53,RESIDENTIAL,RESIDENTIAL,3,3,2,370,497.6,992
152.89,4,,,368.09,2,UBER,21,44,21.73,6,1,1,15.156,25.73333333,NORMAL,0,25.2,4,0,57,24.2,4.4,0,59,TRANSIT_HUB,RESIDENTIAL,4,0,2,10.09,0,24.29
63.02,4,144.92,3,199.45,3,UBER,21,45,21.75,6,1,1,7.576,18.7,MODERATE,0,26.8,2.9,0,49,26.8,2.9,0,49,RESIDENTIAL,RESIDENTIAL,4,3,3,8.32,19.13,26.33
363,5,,,695,2,UBER,22,35,22.58,6,1,0,38.813,67.76666667,NORMAL,0,24.4,4,0,60,25,2.5,0,57,TRANSIT_HUB,RESIDENTIAL,5,0,2,9.35,0,17.91
137,4,,,385,2,UBER,22,36,22.6,6,1,0,11.743,23.11666667,NORMAL,0,24.4,4,0,60,24.3,4,0,60,TRANSIT_HUB,RESIDENTIAL,4,0,2,11.67,0,32.79
422,4,,,761,2,UBER,22,38,22.63,6,1,0,46.347,69.73333333,LOW,0,24.4,4,0,60,26,2.2,0,54,TRANSIT_HUB,RESIDENTIAL,4,0,2,9.11,0,16.42
438,5,,,807,5,UBER,22,40,22.67,6,1,0,46.31,70.18333333,LOW,0,26,2.2,0,54,24.4,4,0,60,RESIDENTIAL,TRANSIT_HUB,5,0,5,9.46,0,17.43
160,4,339,1,234,2,UBER,22,46,22.77,6,1,0,18.441,43.11666667,MODERATE,0,25.3,2.5,0,55,25.5,3.2,0,51,TRANSIT_HUB,RESIDENTIAL,4,1,2,8.68,18.38,12.69
